@relation 'user_remapped-weka.filters.unsupervised.attribute.Remove-R6-7,14-23-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,12-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.instance.Resample-B1.0-S3-Z100.0'

@attribute votes_funny numeric
@attribute votes_useful numeric
@attribute votes_cool numeric
@attribute review_count numeric
@attribute friends numeric
@attribute fans numeric
@attribute average_stars numeric
@attribute compliments numeric
@attribute elite numeric
@attribute profile numeric
@attribute cute numeric
@attribute funny numeric
@attribute plain numeric
@attribute writer numeric
@attribute list numeric
@attribute note numeric
@attribute photos numeric
@attribute hot numeric
@attribute more numeric
@attribute cool numeric
@attribute personality {Extraverted,Introverted}

@data
0,1,1,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,3,0,2,2,0,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
12,48,19,22,10,4,4.23,10,1,0,1,1,1,1,0,2,0,2,2,0,Introverted
0,0,0,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
6,44,8,30,2,0,3.39,2,1,0,0,1,0,0,0,0,0,1,0,0,Extraverted
0,13,5,6,1,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,Introverted
1,6,1,10,1,0,3.82,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
0,2,0,1,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
1,19,4,15,2,0,3.4,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
6,71,11,39,1,2,4.28,5,1,0,0,1,2,1,0,0,0,0,0,1,Extraverted
1,11,2,9,3,1,3.67,2,1,0,0,0,2,0,0,0,0,0,0,0,Extraverted
0,1,0,2,1,0,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
7,85,15,60,6,1,3.67,7,1,0,2,0,2,1,0,0,0,1,0,1,Extraverted
1,3,4,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
2,24,5,39,1,1,3.77,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
2,13,8,9,1,0,4.57,1,1,0,0,0,0,0,0,0,0,0,0,1,Extraverted
9,26,3,20,1,1,2.6,2,1,0,0,0,2,0,0,0,0,0,0,0,Introverted
0,6,4,6,1,0,3.67,2,1,0,0,0,0,0,0,0,1,0,0,1,Introverted
0,4,0,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
14,47,12,24,7,1,3.56,3,1,0,0,1,1,1,0,0,0,0,0,0,Introverted
0,10,2,9,2,0,2.44,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
2,19,7,24,11,4,3.75,4,1,0,0,0,0,0,0,2,1,0,0,1,Extraverted
1,8,3,5,2,0,4.6,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
0,4,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
1,3,0,4,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
10,12,8,5,1,0,3.2,1,1,0,0,0,0,0,0,0,0,0,0,1,Extraverted
2,4,2,16,3,0,3.94,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
0,1,1,5,7,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
2,7,1,11,2,1,3.27,2,1,0,1,0,1,0,0,0,0,0,0,0,Introverted
1,13,3,18,3,0,3.44,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
17,36,19,17,4,0,4,5,1,0,0,0,0,0,0,0,0,1,0,4,Introverted
0,2,0,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
7,13,4,23,1,0,4.04,1,1,0,0,0,1,0,0,0,0,0,0,0,Extraverted
7,20,16,20,3,0,4,4,1,0,1,1,2,0,0,0,0,0,0,0,Introverted
29,26,13,17,1,0,1.9,3,1,0,0,0,2,0,0,1,0,0,0,0,Introverted
0,10,4,7,1,0,3.25,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
3,10,8,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,4,1,2,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
1,4,1,15,1,0,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
1,41,11,32,1,0,3.59,1,1,0,0,0,0,0,0,1,0,0,0,0,Extraverted
3,16,8,10,2,1,3.7,4,1,0,0,0,1,0,0,1,0,1,0,1,Extraverted
10,44,20,46,2,0,3.65,4,1,0,0,0,0,1,0,1,0,1,0,1,Introverted
1,7,1,5,1,0,3.8,1,1,0,0,0,0,0,0,0,0,0,1,0,Introverted
2876,5682,4026,1168,84,64,3.96,2088,4,21,21,212,344,322,16,203,304,213,30,402,Extraverted
1,6,1,9,1,0,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
8,29,9,19,1,0,3.9,5,1,0,0,0,1,0,0,2,1,0,0,1,Introverted
42,148,45,126,1,0,3.76,7,1,0,0,0,3,1,0,1,1,1,0,0,Introverted
7,16,4,20,1,0,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
5,22,5,18,7,0,3.7,12,1,0,0,2,4,0,0,1,0,2,1,2,Introverted
1044,957,780,132,201,33,3.36,493,6,2,10,80,86,52,5,33,2,120,9,94,Extraverted
9,36,8,49,1,0,3.57,2,1,0,0,1,0,0,0,0,0,0,0,1,Extraverted
57,154,84,128,5,3,3.87,51,1,0,2,7,16,1,0,2,3,4,1,15,Extraverted
0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
42,216,106,307,9,7,3.9,59,5,0,0,4,7,12,1,8,0,7,7,13,Introverted
0,0,0,2,1,0,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
1,5,0,8,1,0,4.38,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,2,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,5,0,7,1,0,3.29,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
3,12,5,5,6,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,Introverted
4,21,3,25,11,0,3.54,2,1,0,0,0,1,0,0,1,0,0,0,0,Introverted
0,0,0,4,1,0,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
12,33,7,71,3,1,3.32,7,1,0,0,1,0,2,0,0,1,0,1,2,Extraverted
0,0,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
1,8,2,5,1,0,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
2,20,3,11,5,0,3.82,2,1,0,0,0,0,1,0,0,1,0,0,0,Extraverted
1,14,0,9,1,1,4.12,5,1,0,1,0,1,0,0,1,0,2,0,0,Extraverted
74,264,78,199,11,9,3.42,83,1,0,1,5,19,4,0,16,0,11,2,25,Extraverted
0,1,0,4,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,4,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
2,7,3,4,3,0,4.25,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
53,139,62,70,16,7,3.47,45,1,2,0,10,10,1,0,4,2,6,2,8,Extraverted
0,6,2,3,5,0,3.67,3,1,0,0,0,2,0,0,0,0,1,0,0,Extraverted
41,106,51,168,2,8,4.22,26,2,0,3,2,1,4,0,2,0,4,1,9,Introverted
12,31,21,20,7,0,3.77,11,1,0,1,1,5,0,0,0,1,0,0,3,Extraverted
95,118,47,112,1,1,3.37,15,1,0,2,3,1,2,0,2,1,2,0,2,Introverted
0,2,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,0,0,2,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,6,1,6,1,1,3.29,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
6,17,7,5,1,0,2.6,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
7,74,22,42,6,3,3.76,5,1,0,0,0,0,2,0,1,0,0,0,2,Extraverted
57,120,35,101,1,2,3.48,12,1,0,1,1,4,1,1,1,0,0,0,3,Introverted
3,8,4,14,1,0,3.43,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
1,24,1,18,15,1,3.32,2,1,0,0,0,2,0,0,0,0,0,0,0,Extraverted
1,0,0,8,1,0,4.1,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
13,54,48,64,2,3,4,22,1,0,1,1,4,1,1,2,0,1,0,11,Introverted
2,5,3,4,8,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
6,47,18,14,1,0,3.64,5,1,0,0,0,1,1,0,1,0,0,0,2,Introverted
38,42,19,39,6,1,2.2,2,1,0,1,0,0,0,0,0,0,0,0,1,Extraverted
2,1,0,2,1,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,Extraverted
0,3,1,4,1,0,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
2,10,5,34,1,0,3.53,1,1,0,0,0,1,0,0,0,0,0,0,0,Extraverted
0,4,0,3,1,0,3.25,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
3,28,6,15,3,2,4.33,4,1,0,0,1,1,0,0,1,0,0,1,0,Introverted
0,1,0,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
6,10,0,18,1,0,3.11,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
12,53,2,44,1,0,3.43,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
3,41,6,20,1,0,3.72,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
2,39,6,30,37,0,4.13,4,1,0,0,0,0,1,0,1,1,0,0,1,Introverted
0,3,1,2,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
260,500,370,372,15,12,4.04,191,5,3,1,18,30,11,2,19,1,23,6,77,Extraverted
0,3,0,3,5,2,5,1,1,0,1,0,0,0,0,0,0,0,0,0,Extraverted
3,5,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
0,1,0,3,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
1,21,3,5,1,0,4.33,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
2,3,1,4,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
6,44,2,13,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,2,0,8,1,0,2.43,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
88,194,95,85,9,10,3.83,60,3,2,0,1,8,14,0,8,3,11,3,10,Introverted
102,295,64,224,1,12,3.22,27,2,0,0,2,3,3,0,5,0,2,3,9,Introverted
0,0,0,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,1,0,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
1,2,1,5,1,0,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
3,12,3,29,1,0,3.71,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
1,12,2,9,4,1,4.25,1,1,0,0,0,0,0,0,1,0,0,0,0,Extraverted
4,19,13,8,6,1,4.12,9,1,0,0,0,2,0,0,2,0,2,2,1,Introverted
3,28,4,16,1,0,3.75,1,1,0,0,0,0,0,0,0,0,0,0,1,Extraverted
0,0,0,3,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
37,80,15,31,3,1,3.76,3,1,0,0,1,1,0,0,1,0,0,0,0,Introverted
0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
15,69,25,117,1,1,3.73,19,2,0,0,0,1,4,0,5,0,6,1,2,Extraverted
68,149,101,160,10,5,3.64,69,2,0,4,5,8,9,2,5,1,19,2,14,Extraverted
235,420,312,73,56,17,4.59,819,1,7,5,44,232,54,0,103,11,81,8,274,Introverted
0,4,0,8,1,0,2.71,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
3,5,3,10,2,0,4.2,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
1,13,2,10,1,0,3.78,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
2,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
1,3,2,12,1,0,3.17,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
9,120,25,28,1,3,4.49,12,1,0,0,0,7,0,0,3,0,0,0,2,Introverted
558,1103,813,346,292,36,3.6,985,3,10,5,88,256,66,2,96,135,81,12,234,Extraverted
39,149,34,241,3,4,3.57,19,1,1,1,1,4,1,0,5,0,3,0,3,Introverted
4,11,4,12,1,0,4.33,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
6,17,5,29,2,1,3.86,2,1,0,0,0,0,0,0,1,0,1,0,0,Introverted
0,3,0,6,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
3,21,6,43,1,0,3.57,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
2,8,1,7,1,0,4.56,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
26,124,32,167,1,2,3.42,4,1,0,0,0,0,0,0,1,0,0,0,3,Extraverted
0,0,0,5,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
0,9,0,9,9,1,4.11,1,1,0,0,0,0,0,0,0,0,1,0,0,Introverted
2,5,0,7,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
1,13,2,9,1,1,4.78,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
80,226,137,479,8,9,4.04,59,4,0,0,1,11,7,2,6,0,12,2,18,Extraverted
9,23,6,19,1,0,4.11,3,1,0,0,1,0,0,0,2,0,0,0,0,Introverted
8,32,8,29,1,0,3.35,2,1,0,0,0,1,0,0,0,1,0,0,0,Extraverted
0,1,0,1,5,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
1,2,1,3,1,0,3.33,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,0,1,8,1,0,3.38,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
1,3,0,10,1,0,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
1,4,1,8,1,0,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
1,2,1,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
4,31,4,17,29,2,3.94,1,1,0,0,0,0,0,0,0,0,0,0,1,Introverted
1,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
4,10,2,6,9,0,2.5,3,1,0,0,0,0,0,0,1,0,1,0,1,Extraverted
4,19,8,7,3,1,4.67,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
4,3,2,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
11,44,18,23,6,0,4.33,7,1,0,0,0,5,0,0,1,0,0,0,1,Extraverted
3,7,1,11,1,0,3.2,1,1,0,0,0,0,0,0,1,0,0,0,0,Extraverted
5,14,4,11,3,1,4.45,2,1,0,0,0,0,0,0,0,0,1,0,1,Extraverted
15,46,16,22,1,0,2.35,1,1,0,0,0,1,0,0,0,0,0,0,0,Extraverted
0,2,1,7,1,0,4.71,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
1,5,1,5,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
9,40,7,27,2,0,3.89,4,1,0,0,1,1,1,0,1,0,0,0,0,Introverted
3,45,18,24,2,0,3.88,3,1,0,0,0,1,0,0,1,0,0,0,1,Introverted
1,2,2,5,18,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
4,7,1,9,1,0,2.25,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
8,22,12,14,4,0,4,5,1,0,0,0,1,0,0,1,0,1,2,0,Introverted
0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
2,3,4,4,14,0,3.5,1,1,0,0,0,1,0,0,0,0,0,0,0,Introverted
5,26,3,64,1,0,3.54,1,1,0,0,0,1,0,0,0,0,0,0,0,Extraverted
0,0,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
0,1,1,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,1,0,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
0,0,0,2,2,0,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
2,25,7,17,1,0,4.28,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
148,182,145,52,59,6,3.79,66,1,1,0,8,26,3,0,7,0,8,3,10,Extraverted
0,1,0,1,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
2,10,1,10,1,0,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
2,2,0,8,3,0,3.44,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
27,142,71,48,6,2,3.88,12,1,0,0,1,4,0,0,2,0,1,0,4,Extraverted
6,33,5,7,3,0,2.5,3,1,0,0,0,0,0,0,2,0,1,0,0,Extraverted
11,39,8,43,1,0,2.93,3,1,0,0,0,0,1,0,0,0,1,0,1,Introverted
40,130,20,77,4,0,4.11,2,1,0,0,0,2,0,0,0,0,0,0,0,Extraverted
1,6,3,12,1,1,3.83,1,1,0,0,0,1,0,0,0,0,0,0,0,Extraverted
0,0,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
11,51,11,20,2,0,3.85,1,1,0,0,0,1,0,0,0,0,0,0,0,Extraverted
138,177,128,204,48,4,3.49,51,1,1,0,3,15,6,0,14,0,4,1,7,Extraverted
0,7,0,4,1,0,3.67,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
58,127,75,79,11,0,4.25,29,2,0,0,1,1,5,0,4,0,8,1,9,Introverted
7,35,3,16,1,0,4,2,1,0,0,0,1,0,0,0,0,0,0,1,Extraverted
0,0,4,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
202,505,240,272,1,3,3.78,83,4,1,1,0,24,14,2,6,3,9,5,18,Introverted
0,7,1,4,1,0,1.25,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
1,4,1,12,1,0,4.46,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
0,2,0,5,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
5,6,2,21,2,0,3.86,2,1,0,0,0,1,0,0,0,0,0,1,0,Extraverted
0,0,0,3,1,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,Introverted
0,5,0,6,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
359,1301,994,945,24,14,3.58,1262,3,3,2,89,644,19,3,101,15,65,3,318,Extraverted
21,54,29,15,1,0,4.27,5,1,0,0,0,0,2,0,1,1,1,0,0,Extraverted
19519,27084,23835,2147,218,466,3.2,37951,6,712,187,993,9344,3909,265,2251,3299,5914,612,10465,Extraverted
1,1,0,3,1,0,3.67,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
0,10,2,17,4,0,3.06,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,10,3,5,11,0,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
4,19,2,9,2,0,4.11,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
0,10,3,18,1,0,4.17,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
0,1,0,3,1,0,3.25,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
30,44,11,27,1,0,2.3,1,1,0,0,0,1,0,0,0,0,0,0,0,Extraverted
1,10,3,31,1,1,3.77,1,1,0,0,0,0,1,0,0,0,0,0,0,Introverted
0,1,0,4,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
3,19,6,32,1,1,3.88,2,1,0,0,1,0,1,0,0,0,0,0,0,Introverted
9,15,3,26,8,0,3.58,9,1,0,0,1,0,2,0,2,0,1,2,1,Extraverted
13,55,17,18,30,3,4,26,1,1,1,0,11,1,0,2,0,2,1,7,Introverted
4,7,6,15,1,0,3.64,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
11,32,8,31,1,0,3.9,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
1,10,2,4,4,0,5,1,1,0,0,0,0,0,0,1,0,0,0,0,Introverted
2,6,0,6,1,0,3.17,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
0,7,1,5,5,0,3.8,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
21,24,6,5,6,3,2.8,3,1,0,0,1,0,0,0,0,0,1,0,1,Extraverted
1,4,0,7,1,0,2.38,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
0,4,1,4,1,1,4.5,1,1,0,0,0,0,0,0,0,0,0,0,1,Extraverted
104,229,132,114,39,2,3.39,64,4,1,5,2,10,2,0,12,4,11,2,15,Extraverted
0,0,2,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
4,45,2,14,1,0,2.08,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,2,1,11,1,0,3.45,2,1,0,0,0,0,0,0,2,0,0,0,0,Extraverted
60,167,83,113,6,2,3.67,24,2,2,3,5,2,1,0,5,0,3,1,2,Introverted
5,13,2,15,1,0,3.31,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
2,9,1,4,4,0,2.5,1,1,0,0,0,0,1,0,0,0,0,0,0,Introverted
0,13,1,34,1,0,4.15,2,1,0,0,0,0,0,0,1,0,1,0,0,Introverted
2,62,9,26,1,1,3.77,4,1,0,0,0,0,2,0,1,0,0,0,1,Extraverted
2,11,3,23,1,0,4.27,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
1,14,6,10,8,0,4.1,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
2,10,1,6,2,0,2.8,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,0,0,4,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,0,0,4,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
1,2,2,3,2,0,5,2,1,0,0,0,0,1,0,1,0,0,0,0,Extraverted
1,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
2,4,0,4,4,0,2.67,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
2,11,4,9,1,0,3.78,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
41,131,70,49,1,4,3.92,34,1,0,0,2,13,7,0,2,0,3,0,7,Extraverted
0,1,1,3,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
5,10,7,12,6,0,3.69,1,1,0,0,0,0,0,0,0,0,0,0,1,Extraverted
3,5,0,4,1,0,1.33,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
47,89,60,39,79,4,4.03,17,1,0,0,0,8,2,0,2,0,0,0,5,Extraverted
0,4,0,3,1,0,3.25,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
575,635,606,220,8,16,4.22,148,2,1,4,17,33,9,2,11,0,20,4,47,Extraverted
1,4,3,12,1,0,4.25,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
16,31,11,31,7,1,4.23,2,1,0,0,0,0,0,0,2,0,0,0,0,Introverted
0,3,2,8,1,0,4.25,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
19,28,15,50,6,0,4.17,10,1,0,1,0,5,0,0,1,0,1,0,2,Introverted
29,196,37,93,1,1,3.49,19,1,0,0,1,3,2,0,2,0,5,0,6,Extraverted
48,211,91,81,4,4,3.68,41,2,0,0,1,8,3,0,3,0,11,2,13,Introverted
16,53,8,32,16,0,3.28,8,1,0,0,1,1,2,0,0,0,0,2,2,Introverted
28,46,9,66,1,1,3.76,8,1,0,0,1,4,0,0,3,0,0,0,0,Introverted
796,1090,719,545,32,13,3.67,257,4,1,1,25,62,28,3,50,4,32,8,43,Introverted
6,37,16,26,1,1,4.44,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
0,3,1,6,1,0,3.83,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
12,15,8,25,6,1,4.08,6,1,0,0,1,1,0,0,3,0,0,0,1,Extraverted
0,0,0,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
5,25,10,22,1,0,3.82,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
0,4,0,3,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
31,64,36,32,26,1,4.42,3,1,0,0,0,0,1,0,1,0,0,0,1,Introverted
1,3,2,3,12,1,5,1,1,0,0,0,1,0,0,0,0,0,0,0,Introverted
6,21,6,26,1,1,3.85,2,1,0,0,0,1,1,0,0,0,0,0,0,Introverted
3,17,1,21,1,0,3.53,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,1,0,3,1,0,3.33,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
0,8,1,7,1,0,4.12,1,1,0,0,0,1,0,0,0,0,0,0,0,Introverted
1,13,2,17,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
5,24,4,5,1,0,4,2,1,0,0,0,0,0,0,1,0,0,0,1,Introverted
0,2,0,4,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
4,23,5,10,1,1,3.8,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,7,1,6,7,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
18,55,30,40,1,1,3.98,11,1,0,0,1,2,0,0,2,0,3,0,3,Extraverted
4,3,0,5,1,0,3.8,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
4,39,6,16,1,0,4.41,1,1,0,0,0,0,0,0,1,0,0,0,0,Introverted
0,2,0,8,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,1,0,2,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,1,0,6,1,0,4.83,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
144,242,137,173,2,3,3.46,62,3,0,1,11,6,6,2,4,1,4,2,25,Extraverted
1,6,2,4,1,0,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
978,1714,1145,670,105,17,3.72,710,5,4,2,46,241,43,7,72,17,108,9,161,Extraverted
1,7,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,4,1,8,1,0,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
2,2,1,2,1,0,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
0,1,2,12,1,0,4.33,0,1,0,0,0,0,0,0,0,0,0,0,0,Introverted
11,7,2,7,1,0,3.33,2,1,0,0,0,1,1,0,0,0,0,0,0,Introverted
13,43,9,47,1,1,3.96,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
1339,2160,1655,440,44,30,3.58,1646,7,5,13,129,611,243,2,133,13,170,26,301,Introverted
0,3,3,3,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,Extraverted
