yelping_since,votes_funny,votes_useful,votes_cool,review_count,name,user_id,friends,fans,average_stars,type,compliments,elite,num_sweet,num_spicy,num_salty,num_carbs,num_crunchy,num_sour,num_citrus,num_exotic,num_chocolate ,num_alcoholic,personality
2006-03,96,322,158,497,Meredith,4qGR9kNFDYQ4mQREG0aRJA,9,10,3.72,user,64,6,14,2,12,13,4,2,1,0,0,12,Prosocial
2011-03,2,10,7,13,Ivan,2-u_LB61y4IH9LQsivqVFQ,1,1,4.14,user,3,0,0,0,5,0,0,0,0,0,0,0,Anxious
2011-03,0,1,0,2,Chris,yYB8vGmMBCAXEhahGosEZQ,0,0,3.5,user,0,0,2,0,2,2,0,0,0,0,0,0,Prosocial
2011-05,0,3,1,4,Jana,WxtXB9LM23K8FxSFXo_GnQ,0,0,4.75,user,0,0,0,0,4,0,0,0,0,0,0,0,Anxious
2010-12,2,9,4,11,Ronald,DDFmbJJkKJDoFrFCoJ2lDw,0,0,3.73,user,1,0,0,0,1,0,2,0,0,0,0,0,Perfectionist
2012-08,5,9,5,10,Tony,0PGDayleMFEr_AjeqV16bQ,0,0,4.0,user,3,0,1,0,4,0,1,0,0,0,0,0,Anxious
2013-02,4,7,5,16,Ann,zgvq1Av35k-CeW1GmhxJnw,0,0,3.4,user,0,0,7,1,9,10,3,0,0,0,1,0,Passive
2008-05,585,779,492,318,Kate,XTFE2ERq7YvaqGUgQYzVNA,153,14,3.55,user,341,5,50,20,63,22,15,8,9,3,7,52,Anxious
2013-07,6,9,2,51,Jim,fMpX0i0xCCkqr4b7Z78p9A,1,0,3.16,user,1,0,2,0,5,2,0,0,0,0,0,0,Anxious
2013-05,4,10,3,19,Samantha,ueCHAfnKbMAonNVmqqvDFA,2,0,3.72,user,1,0,4,0,2,1,1,0,0,0,0,1,Prosocial
2009-05,1,4,1,2,Ryan,1ucbCmDJhgvO2eRcu4tS9w,0,0,5.0,user,0,0,0,1,2,0,0,0,0,0,0,0,Anxious
2008-05,5,25,13,23,Doug,502HUL3Fc3dFW17HWaHXlQ,3,0,3.38,user,1,0,4,2,40,7,4,2,0,0,1,2,Anxious
2010-05,19,102,23,184,George,tUdq2K-2QlH_a_FCB_Z9Vw,4,3,3.46,user,37,4,1,0,1,2,0,0,1,0,0,1,Passive
2006-03,29,270,172,287,Jennifer,tVzYAXqwBBry3WCQEtzsAw,2,6,3.51,user,35,3,2,7,4,7,0,1,0,0,0,3,Risk Taker
2012-05,6,28,6,30,Salom0e9,JHmO-lVrHA0njKnQnZ8qLA,8,1,3.67,user,4,0,13,1,3,7,3,0,0,0,3,0,Prosocial
2011-10,5,44,18,53,Jon,fFzmJeDxH6a8T0pfLAdmJA,3,2,3.94,user,10,0,26,15,23,15,14,0,2,0,1,0,Prosocial
2010-01,15,44,14,44,Shannon,-UPOE_C5uY3F1kHSI9fONQ,5,2,3.83,user,8,1,13,0,20,4,5,0,1,0,7,0,Anxious
2010-03,37,50,33,18,john,h3WSnBJKQTndnejB4RrHrg,7,2,4.5,user,1,0,5,3,9,8,2,0,0,5,0,13,Liberal
2011-09,3,16,2,9,Dana,ZyO8q4e5y_kNhEe4uVO-wA,7,0,3.78,user,0,0,3,0,0,0,0,0,0,0,1,0,Prosocial
2010-07,8,44,17,42,Emily,8j5xdB7WhWINGoO53zIbUQ,0,0,4.07,user,2,0,5,5,11,2,4,0,3,1,0,3,Anxious
2010-07,1,21,3,5,Chris,gOyzDxS6lU2JeWGl6ChsUA,1,0,4.33,user,0,0,0,1,5,4,3,0,1,0,0,5,Anxious
2011-01,8,13,8,7,Jonathan,Y_nf47haCvcZ3egZmUiSvg,6,1,4.43,user,2,0,5,0,4,3,2,0,0,0,0,3,Prosocial
2008-07,6,10,7,6,Anna,JPrBX6RmhNiFWXn6uKvJkw,1,0,2.83,user,1,0,0,0,0,2,0,0,0,0,0,0,Passive
2012-11,2,6,1,6,Morgan,xzDQvNCQdq7PA1BS1u-fuA,0,0,1.83,user,0,0,9,0,0,0,0,0,0,0,0,0,Prosocial
2008-09,154,321,145,81,Molly,a8gpBi7biN9VAoJwKgl3Xw,109,10,4.22,user,110,4,39,7,39,13,23,6,14,2,5,8,Prosocial
2011-06,2,2,0,7,Steve,TueVojT4EFXd1lIoP6L-VA,0,0,1.0,user,0,0,0,0,3,0,3,0,0,0,0,0,Anxious
2012-01,1,6,2,6,Katie,PsXn6tyD6rCzM6kphqikRQ,0,0,4.5,user,0,0,1,0,5,0,0,0,0,0,0,6,Liberal
2009-07,0,4,0,10,Don,Y6B1tCtfbc0BaRCIptV09g,2,2,4.4,user,0,0,2,0,1,0,1,0,0,0,0,0,Prosocial
2012-06,1,3,0,5,Erica,OWEQV0cjuFQ20q8877k6DQ,0,0,4.0,user,0,0,0,0,3,1,1,0,0,0,0,0,Anxious
2012-08,0,0,0,2,Mark,R4C6E1pYATtA9MrlJV_pEg,0,0,5.0,user,0,0,0,0,10,0,0,0,0,0,0,2,Anxious
2009-09,2,1,0,8,Alexis,dIPrpjYGMKZEtjOZOUS_7w,1,0,4.25,user,0,0,0,0,0,2,0,0,0,0,0,0,Passive
2010-02,2,7,0,7,K.,hY3Smqm7kvBWS3dw5xXeDQ,0,0,1.67,user,0,0,5,1,4,3,1,0,0,0,0,4,Prosocial
2010-07,34,129,37,115,Cliff,P1xymuKbIrAzWSDIbE5nJg,2,2,3.78,user,5,0,2,2,11,0,0,0,0,0,0,0,Anxious
2010-01,28,78,13,38,adam,xS69Whppo_gFS45rTFPuhw,11,1,3.12,user,3,0,11,4,25,16,2,1,3,0,3,9,Anxious
2012-11,0,3,1,5,Greg,mYq6dfx1FD9ahcIRN9KNlQ,0,0,4.2,user,1,0,2,0,0,4,0,0,0,0,0,0,Passive
2012-08,2,9,2,8,Kyla,4ce55R4Wz8BLyVd-d_PJdA,3,0,4.12,user,2,0,3,1,0,0,0,0,0,0,0,0,Prosocial
2011-02,1,42,5,60,Stuart,beh87cnFFvOPcW5PHsLd1Q,0,0,4.05,user,3,0,0,1,2,0,1,0,0,1,0,2,Anxious
2009-08,30,53,16,52,Ethan,VO-AemelxZi83yS0FYvKIA,2,1,3.75,user,4,0,2,0,4,8,0,0,0,0,1,5,Passive
2011-01,1,8,1,17,James,zIU9GnCjs-n8LBz2EQ64Og,0,0,3.76,user,0,0,2,2,6,1,1,0,1,0,0,0,Anxious
2012-11,1,8,4,11,Andy,f1bimR7vnPMC715OTqc3Cg,0,0,2.82,user,0,0,1,0,3,5,1,3,0,0,0,0,Passive
2012-02,25,39,14,43,Phil,nmVTPFNT1Urc4K6bVBFNNQ,0,1,3.91,user,3,0,2,0,1,2,0,0,0,0,0,0,Prosocial
2011-04,3,12,3,19,Chris,IW59bVLSkyOvFgycFNEUTA,0,0,4.25,user,0,0,0,3,0,0,1,0,0,0,0,0,Risk Taker
2011-03,0,14,6,6,Lisa,eALAVAY5EiFs6h2Fb7_GOw,0,0,4.33,user,2,0,11,1,1,3,1,0,0,0,0,0,Prosocial
2009-01,12,82,32,168,James Michael,G_EF7WnaLjMduDasUlm4hw,1,2,3.98,user,9,2,0,3,1,0,0,0,0,1,0,0,Risk Taker
2006-10,7,39,23,15,Ruben,81iG5mTzF5ks3RRSuYSnhw,4,0,3.94,user,4,0,0,1,2,0,1,0,0,0,0,0,Anxious
2012-08,1,0,0,1,S.,MGYHoyww1PLlckUSwrwXVA,0,0,3.0,user,0,0,1,0,1,4,0,0,0,0,0,0,Passive
2012-12,1,0,1,3,Trixie,fwTE66pY6-CbMYYX30LkjQ,0,0,2.0,user,0,0,3,0,2,1,0,0,0,0,0,3,Prosocial
2009-01,6,16,5,9,Brooke,FWW4j3wMpgsvTdvZho5gsw,1,0,4.64,user,2,0,0,0,1,0,2,0,0,0,0,0,Perfectionist
2011-11,0,5,2,5,Tanya,b0iJnmLsIfnPI3VwyY4Ulw,4,1,4.2,user,1,0,3,0,10,1,1,0,0,0,1,1,Anxious
2010-07,4,9,12,22,Synia,tYoSVgSSBKkJC85OO3bbPQ,9,0,4.32,user,0,0,2,0,5,1,3,0,0,0,0,1,Anxious
2009-09,0,7,4,9,mike,O_9in6wSYmIjkl-S3qfG8g,0,0,4.88,user,0,0,2,1,4,0,1,0,0,0,0,0,Anxious
2011-05,10,39,16,44,David,7tHOp5PfmOQAblfA5vdUiA,2,0,4.55,user,9,0,0,0,1,1,0,0,4,0,0,0,Conscientious
2010-08,1,67,64,9,JP,Ma2Ri12YUxxnlJoIFxq1zQ,0,0,4.78,user,2,0,0,0,0,2,0,0,0,0,0,0,Passive
2012-01,0,5,0,3,Charles,xyC_cql7Fsi6cuXhdiAZuQ,0,0,3.0,user,0,0,1,5,1,0,0,2,0,0,0,0,Risk Taker
2007-04,2,11,3,5,Jenn,ztXC_AOnF3UWJ4BHHexnfw,2,0,4.2,user,0,0,3,0,4,2,1,0,0,1,3,0,Anxious
2013-06,1,8,3,22,Syed,QNuKebSaAD-ycWvaXL1G3A,4,0,3.82,user,0,0,1,0,3,1,0,0,0,0,0,0,Anxious
2014-01,0,1,0,5,Kathryn,gUHZ9mPIT2rSi9pnq7j1Wg,0,0,4.2,user,0,0,1,0,4,0,0,0,0,0,0,1,Anxious
2011-09,2,21,1,11,Wacey,7tQrSnHmKVtMfXMth_LxEQ,0,1,3.33,user,2,0,3,0,8,3,0,0,0,0,0,0,Anxious
2011-01,1,3,1,13,Mercy,8dqky99_zmTIye-j3VM5JA,0,0,4.11,user,0,0,1,2,0,1,0,0,0,0,0,2,Risk Taker
2009-03,10,52,16,33,Anne,d4zmaIWxokvb0RBDS3wjqA,8,3,3.78,user,8,0,13,25,18,20,5,6,7,0,2,18,Risk Taker
2008-08,8,16,3,9,Adele,r5qsCgszWKK7rmPgvO_9kQ,2,0,3.33,user,0,0,8,1,4,1,4,1,1,0,1,0,Prosocial
2009-02,418,922,529,512,Caitlin,r7YjAfr4fD46IJJ_3udP-A,31,26,3.82,user,425,5,2,1,1,3,0,0,0,0,0,0,Passive
2006-05,34,197,103,213,Adrian,iYoS9-XGyL9hSDskealglw,0,7,3.76,user,39,0,0,0,2,0,0,0,0,2,0,0,Anxious
2011-07,4,7,1,3,Rya,IuHDCxa9NJa73Iuf9t14cw,0,0,3.33,user,0,0,1,0,0,2,0,0,0,0,0,1,Passive
2012-05,1,3,3,45,Shannon,zGd36LIX9IM5JVC7kmQYGw,0,0,4.09,user,0,0,0,0,3,0,0,0,1,0,0,5,Liberal
2012-07,1,9,1,15,Kevin,7h-IWxWBjtPW5xuKhwjPpg,0,0,3.07,user,1,0,0,0,7,0,0,0,0,0,0,0,Anxious
2010-09,4,14,4,9,laurel,Ab0-QaBHv8Wt1T34CncnKw,0,0,3.88,user,0,0,0,0,2,0,0,0,0,0,0,0,Anxious
2011-06,7,18,6,34,Michael,4P9VlxUcoDIv_HQH05MzpA,4,0,3.82,user,0,0,7,4,19,6,3,0,0,3,1,21,Liberal
2008-02,2,62,9,26,shannan,JDE_PFMoii44T2ySwLnBhQ,0,1,3.77,user,4,0,0,0,2,0,2,0,0,0,0,0,Anxious
2010-01,4,14,10,12,Pedro,avr95A4jY47QV8efwVDDjQ,0,2,4.83,user,2,0,2,0,2,2,0,0,0,0,1,1,Prosocial
2011-07,0,1,1,3,Dawn,tU5Pf-6jy6TFRef9xjYDqQ,0,0,3.67,user,0,0,0,1,1,2,0,0,0,0,0,0,Passive
2013-07,0,2,0,1,Kayla,OLJz4RHiieKILDY0WfyUDA,2,0,5.0,user,0,0,1,1,2,0,1,1,0,0,0,0,Anxious
2007-03,119,153,109,69,Michelle,_LEQt7oTVjiaXyVHK_MM7g,30,3,3.64,user,75,3,31,4,59,38,11,2,3,6,5,6,Anxious
2009-06,36,122,52,29,Cyrus,koCnQtL67F01I-P9DbUemA,42,9,3.84,user,33,0,1,2,15,18,4,5,2,0,0,4,Passive
2011-05,0,3,0,3,Corinne,JxNIwOiDHH7pbnkEvaIl_w,0,0,3.5,user,0,0,1,0,0,3,0,0,1,0,0,0,Passive
2010-04,5,55,15,44,Patrick,bB8cwVC-4wGVyIdMFes6Uw,0,0,4.25,user,1,0,2,1,1,1,0,0,0,1,0,0,Prosocial
2009-03,353,761,290,352,Gaurav,q8X9k4dyFsBeeDRf5Fq2rw,7,25,3.61,user,210,5,6,3,9,5,6,0,5,1,0,10,Liberal
2012-01,7,39,4,24,Jessica,31E06-50QOTI1AjtOarC7A,0,0,3.52,user,2,0,6,0,5,1,1,2,1,0,0,0,Prosocial
2012-07,1,3,0,4,Jennifer,jobpCFy2LL-ePfl9x4ffXg,0,0,3.0,user,1,0,1,0,5,3,1,0,0,0,0,0,Anxious
2009-02,96,187,117,94,Si,xkTbpCc-YhU8-EXZDA7u0g,82,12,3.69,user,39,3,25,18,30,7,23,4,9,1,3,30,Anxious
2009-06,194,250,116,154,Stephanie,9zp_JEmUScBI1lx9RuxGiA,2,5,3.45,user,13,0,5,1,5,2,5,1,0,0,0,4,Prosocial
2011-10,4,5,4,6,K,XAUZvlh9zjJH0cM2sv6TCw,0,0,3.6,user,0,0,0,0,2,0,0,0,3,0,0,0,Conscientious
2008-03,50,138,67,107,Suburban,hCKkTKakQ0XRSspZaMauxw,1,2,3.86,user,10,0,2,0,0,1,0,0,0,1,0,0,Prosocial
2009-02,10,37,7,47,Marianne,kOb1hWSwA6aD2mRVy6lqFQ,17,1,4.23,user,5,2,13,6,46,18,17,6,3,0,0,5,Anxious
2010-03,1,4,1,2,Joseph,cBDAIpUYhVZeGJGDHW98BQ,9,0,4.0,user,0,0,2,0,0,0,0,0,0,0,0,0,Prosocial
2009-11,5,11,2,12,Rick,QX7Liw2C8aaNoDtPtEqbFw,0,0,3.56,user,0,0,2,1,0,2,0,0,1,1,1,0,Prosocial
2010-04,6,18,6,28,Gina,Rh7z2tgvlJyhMhCAhVwzKQ,0,1,3.68,user,4,0,2,1,5,0,0,0,1,1,0,1,Anxious
2009-06,0,0,0,1,Denne,fqqv3DLR1ZDTwsTZtXecGg,0,0,1.0,user,0,0,0,7,0,0,1,0,0,0,0,0,Risk Taker
2013-02,0,12,4,17,Michael,HlnPQvT5UrQPzW5igvZCBQ,6,0,4.39,user,0,0,1,0,2,2,0,0,1,2,0,3,Liberal
2009-08,23,20,11,12,STELLA,Vtf_KgrcGbk1LOKicY3lNg,1,0,3.7,user,1,0,5,5,2,1,1,1,0,0,0,4,Prosocial
2008-04,51,104,67,69,Ann,TeadCRl7dptX1poe6ikrNQ,2,7,4.23,user,28,0,0,1,5,5,4,1,1,1,0,2,Anxious
2010-07,41,97,15,71,Anthony,qxItPVMf3-_-A79pTIm7rQ,2,5,3.8,user,2,0,9,8,7,6,3,0,1,1,1,0,Prosocial
2009-08,39,94,34,78,R,zGz5NI4sscO4_6YYH-qVtA,0,0,3.55,user,5,0,24,54,91,36,20,3,10,11,0,65,Anxious
2012-11,0,1,1,4,David,mQGkHgBJA_M7dNVcaxJOLg,0,0,4.25,user,0,0,0,0,2,2,0,0,0,0,0,0,Anxious
2009-04,14,48,18,19,M,xueMNSdcJuP_C-jhUygpLA,0,0,2.68,user,2,0,1,0,2,2,0,0,0,0,0,0,Anxious
2012-04,3,24,7,8,Mary,0lI8qTpM0qHqsrtb2fFMPQ,0,0,3.4,user,0,0,2,0,5,0,0,0,0,0,0,0,Anxious
2012-02,0,6,3,4,Brian,5kUCXQw-w8_nL7-vCD_I_Q,2,1,3.0,user,1,0,1,0,5,1,1,1,0,0,0,2,Anxious
2010-08,0,5,3,5,Mark,kiJbNoKLhVWkLjuplp0YAg,0,0,3.8,user,0,0,0,0,17,0,1,0,0,0,0,1,Anxious
2010-03,0,0,0,2,N,_u633kLv1SQ-6tgcxLIyyQ,0,0,2.5,user,0,0,0,5,0,0,0,0,0,0,0,0,Risk Taker
2012-03,2,1,0,5,Matthew,TdsNjodG9k1K40gX481wmw,2,0,4.4,user,1,0,5,1,3,0,0,0,0,0,1,1,Prosocial
2011-08,4,26,2,15,Amber,5eOjREaDIXXiOOdjuFSEhw,3,0,2.8,user,1,0,4,0,0,1,2,2,1,0,2,2,Prosocial
2011-05,0,2,0,3,Jeff,Rs3P6JcRGw--2r5-Sfv7WA,0,0,2.0,user,1,0,0,0,0,2,0,0,0,0,0,0,Passive
2011-02,0,4,1,2,Kristin,WJmQ_n_-yYJa6JNxPIZs-w,0,0,1.0,user,0,0,2,0,0,0,0,0,0,0,0,0,Prosocial
2013-01,1,0,1,1,Brynn,fUFemXID3H4ghZHipyuG8Q,0,0,5.0,user,0,0,1,1,0,2,0,0,0,0,0,1,Passive
2008-11,0,2,0,3,Sue,F4ACI9bsxLd2CyZji-HPUw,0,0,4.67,user,0,0,2,0,1,0,0,0,0,0,0,0,Prosocial
2011-11,5,14,2,24,James,LN_Y01b4W9hgtDade_XM4w,0,0,3.83,user,0,0,2,0,14,2,1,0,0,0,0,0,Anxious
2009-10,0,19,2,24,Bill,fidu_4aHqkL_QHC1guZAWw,5,1,3.33,user,3,0,5,2,13,8,9,0,0,1,1,4,Anxious
2010-09,13,40,12,52,John,IsvpOkTel_AWtGTAapM6XQ,1,0,4.51,user,0,0,2,0,9,4,0,0,2,0,0,6,Anxious
2012-06,0,1,0,5,Brian,N0bYHFo6LSqD8S9sQbbxDA,0,0,4.6,user,0,0,2,0,3,0,0,0,0,0,0,0,Anxious
2008-08,7,38,11,25,Angelina,-xzq9ashaMuHdnwSO6NzQA,0,0,3.92,user,5,0,0,2,0,3,0,0,0,0,0,0,Passive
2007-11,358,120,44,63,Stephen,huTDGf8mt5cfKkIcUuSSdw,189,6,4.12,user,19,0,0,0,2,1,0,0,1,1,0,3,Liberal
2008-09,124,168,125,51,Tyler,rV-B4sIzTbnvsYZZi2Nyrw,141,7,3.63,user,80,1,6,2,17,6,6,2,3,0,4,17,Anxious
2012-03,1,4,1,3,Kyla,rDgYHwIEl3YuQ7RkMANptw,0,0,3.5,user,0,0,0,2,1,0,0,0,0,0,0,0,Risk Taker
2010-07,3,3,0,6,kristina,IPoHb1jkNMamVKv64oyXyA,9,0,4.0,user,2,0,0,0,2,0,0,0,0,0,0,0,Anxious
2009-09,5,33,9,30,Lora,kpdpcrEauxA2bhg-f05W-w,0,0,4.03,user,0,0,0,2,1,3,0,0,1,0,0,0,Passive
2006-03,3240,4179,3751,1366,Jennifer,yQ-jR23iMPWd5S4fWkh7Ag,38,73,3.53,user,2488,7,19,6,26,9,20,6,2,3,3,8,Anxious
2011-10,2,6,2,9,Tee,5GXxjmPWLUrXkM7Yu056ug,1,0,3.3,user,1,0,1,1,1,5,2,1,0,0,0,0,Passive
2013-01,5,12,11,15,Rhett,Vo4hEHJ-5qMaFJgl1sqtCA,8,0,4.08,user,6,0,2,0,0,0,0,0,0,0,0,0,Prosocial
2010-04,2,15,6,5,Jenna,XY_bQqhZfyyEi_W5n4kQNg,145,3,4.2,user,23,0,0,0,1,4,0,0,1,0,0,1,Passive
2012-04,0,4,0,3,Brenda,DZwpAojAV417XZ3bixhL1A,0,0,2.0,user,0,0,0,0,4,0,3,0,0,0,0,0,Anxious
2009-08,0,3,2,12,S,Kfq5v2funG56HKTvivvVPA,4,0,4.08,user,3,0,13,0,6,4,5,0,0,1,3,1,Prosocial
2009-03,6,23,10,14,GLORIA,r-zwGpl12La0MQn4Jf-2hw,2,0,2.93,user,3,0,0,1,4,0,0,0,0,0,0,1,Anxious
2010-12,0,7,1,9,Conni,Nu4QvqcUgWte43dCsG8nVw,2,0,4.22,user,6,0,1,0,2,1,0,1,0,0,0,7,Liberal
2012-06,1,1,2,11,Jennifer,BiCTd8NvJB_ed7Pn4l8mdA,0,0,4.55,user,0,0,2,0,1,0,0,1,0,0,1,1,Prosocial
2010-08,0,4,0,1,Karl,xD2UZ82SyqHWSapHJsXMBg,0,0,5.0,user,0,0,0,0,1,6,1,0,0,0,0,0,Passive
2012-01,23,39,9,43,Stephen,V8TuNMIpbDQUHyHdGmm-Qw,4,1,3.33,user,5,0,0,2,2,1,0,1,1,0,1,0,Risk Taker
2010-10,0,6,0,6,Jean,JkfzLvTWP5w8sv77_o6lEw,0,0,1.5,user,0,0,1,0,1,2,0,0,0,0,0,0,Passive
2011-01,31,106,43,168,Billy,5yZipAHVqzROwE4hTZVajw,1,3,3.46,user,20,0,0,0,2,0,0,0,0,0,0,0,Anxious
2012-08,2,14,2,14,Ia,iiyxyc0FC-PKzVLCIfxJEQ,0,1,3.2,user,2,0,2,0,0,1,0,0,0,0,0,0,Prosocial
2011-01,12,73,6,32,Erica,Rmn3IKQ0qihXDY5_u-6h5g,2,0,3.52,user,1,0,4,0,22,7,5,0,1,4,0,10,Anxious
2008-10,12,44,14,31,Greg,YO4RfPfvbjj6UQZ2h-pMxQ,1,1,3.94,user,1,0,2,0,0,0,1,0,0,0,0,5,Liberal
2011-01,8,23,10,21,Karina,y5j9HmbnQyEtJLVVT1E8VA,0,3,4.52,user,1,0,0,0,2,1,0,0,2,0,0,0,Anxious
2008-09,12,47,9,27,jenny,kh4CW4cQSsoV-ziKB0HYtw,11,1,4.15,user,3,0,5,1,5,9,1,1,0,1,0,5,Passive
2010-09,2,13,1,26,Ana,aAQYtxiPJsmfKtqw8m56Lw,3,0,4.18,user,0,0,1,0,3,1,0,0,0,0,0,1,Anxious
2010-01,2,24,8,18,Hannah,SlRP0wlWohWkMgnVF2D2hA,3,2,4.33,user,2,0,4,2,6,3,0,0,2,1,0,2,Anxious
2006-09,4,4,3,8,sheena,8nu999YHNYf5jTtF79c5MQ,0,0,4.25,user,2,0,1,0,1,2,0,0,0,0,0,0,Passive
2012-07,0,3,1,2,Erika,1gsu5V7t_c5sk7lsMt81CQ,0,0,5.0,user,0,0,2,0,0,0,0,0,0,0,0,0,Prosocial
2009-05,10,37,6,29,Monica,llIV10QuKsf-MStlmfMLPQ,0,0,3.03,user,3,0,3,1,1,0,2,0,1,0,0,1,Prosocial
2010-04,0,12,0,16,Norm,783CO-TOoT4xC0iR2b8eKA,0,0,4.56,user,0,0,2,0,1,0,2,0,0,0,0,2,Prosocial
2010-06,9,43,7,49,Andrew,acWdqAbRMYcX8eLCavWBGQ,1,0,3.1,user,1,0,0,0,1,2,0,0,0,0,0,0,Passive
2011-11,0,0,0,4,Tasha,-Z6yPXGP0WMDgRTEA9na5Q,4,0,3.25,user,0,0,1,4,0,3,1,0,1,0,0,2,Risk Taker
2011-06,2,8,4,8,Monica,eseok2hw-vVGxH3eJ2gH9Q,2,0,2.5,user,0,0,2,1,0,8,1,0,0,0,0,0,Passive
2012-06,1,4,0,5,Michael,wHoTMWmy-F3S5FbaucMoSg,0,0,4.6,user,0,0,0,1,10,1,2,1,0,0,0,0,Anxious
2012-04,0,10,1,2,Ashlee,QoNvo_diMDXoucrKGdsKzQ,1,0,3.5,user,0,0,1,0,1,1,1,0,2,0,0,0,Conscientious
2013-03,17,39,29,18,Alex,Xfr1jhXORHX-bLoEY9ejXA,22,4,3.58,user,105,0,0,0,2,0,0,0,0,0,0,4,Liberal
2007-11,49,141,64,115,Roxanne,tnaz6zW7sHsUhUtYYaZslg,2,4,3.81,user,32,0,13,1,0,4,0,1,0,2,1,0,Prosocial
2012-11,210,363,304,114,Kay,VexAJmqOClKzm8KbY7xs5g,71,5,3.67,user,257,2,29,12,65,16,13,13,5,5,3,9,Anxious
2011-09,50,359,104,471,Jason,kWkgwRxqWD-h260dMTkHUA,2,4,3.74,user,70,3,7,2,6,5,5,1,1,0,0,1,Prosocial
2010-06,0,1,0,1,Erin,v3rJ6sNVlqrkbAlU0RIFCw,11,0,4.0,user,2,0,2,0,0,0,0,0,0,0,0,0,Prosocial
2009-12,20,85,42,125,Anne,Q_6Tgi7ooUR7UVVvqlRyfA,1,2,4.14,user,22,3,2,0,0,1,0,0,0,0,0,0,Prosocial
2008-02,161,265,124,204,Meena,RoOwAUD8CNZ2uFnR8qC2-A,8,11,3.73,user,78,2,0,0,2,0,0,0,0,0,0,0,Anxious
2011-03,5,35,1,31,Jamie,dV_dYmUZzgzc4CjvPUchow,5,0,3.22,user,0,0,4,2,7,4,1,0,1,1,0,0,Anxious
2011-03,0,22,3,24,Stephanie,vNe_vTby9qE3wyxKY6IUgA,2,0,3.48,user,0,0,2,0,2,0,0,0,0,0,0,1,Prosocial
2011-08,3,4,2,5,Kathleen,NAEibj1B6RSgeI_luEbctA,2,0,2.17,user,0,0,0,0,3,0,0,0,0,0,0,5,Liberal
2013-03,3,10,5,19,Brandon,feOEYwYbHDefLDhNfvxJ9g,6,0,3.89,user,0,0,10,9,4,6,2,0,5,0,0,7,Prosocial
2011-04,1,16,6,14,R,6SP-1gM4JV1tXGEe1Tu45g,0,0,3.92,user,0,0,2,0,1,0,0,0,0,0,0,2,Prosocial
2010-04,22,26,14,34,Monica,YGSRFvNNzrhLctGnTRyzlg,1,0,3.85,user,0,0,2,0,1,3,1,0,0,0,0,0,Passive
2012-07,1,12,2,16,Kaydee,Fy06Jb9BZuSUow2CGEOWTA,0,0,3.71,user,0,0,0,1,5,1,1,0,0,0,0,0,Anxious
2009-09,3,0,0,2,Clay,kJcmZne2DNAOEJkSWtpltw,0,0,1.5,user,0,0,0,2,2,0,0,0,0,0,0,0,Risk Taker
2009-04,1,6,1,14,Jillian,YW_aD9Oarfy9rHeCjt5IQA,0,0,3.86,user,1,0,10,0,0,0,3,1,0,0,0,1,Prosocial
2007-08,12,36,11,66,Bob,K8vdN2YU9kec8VmEReKhTg,0,2,2.96,user,1,0,0,0,3,0,0,0,0,1,0,0,Anxious
2007-11,3,37,8,15,Rich,mrYXmsDu64cK4_H0c4HTcg,1,0,2.73,user,1,0,0,5,15,1,1,2,0,0,0,0,Anxious
2010-04,826,1068,724,506,Bao,XqMkm-DD9VsdcKx2YVGhSA,186,30,3.54,user,454,5,132,116,302,175,71,37,14,38,9,162,Anxious
2011-12,101,312,83,280,Arielle,cKEkbRkYcYtWymUF8Zxolw,14,7,3.33,user,43,3,17,1,18,13,4,2,0,0,1,2,Anxious
2013-05,0,0,0,2,Jim,-2YQK0rL20YFMRLdyGr7aQ,0,0,3.0,user,0,0,3,0,2,0,2,0,0,0,0,0,Prosocial
2011-05,1,13,7,14,Mario,WWWb8dxS1p96pyW0Nfx6yw,1,0,3.43,user,0,0,0,0,5,0,0,0,0,0,0,0,Anxious
2007-07,8,22,10,20,Chandra,nO4qX5R21C9spJpofGCRPw,1,0,4.67,user,0,0,0,2,5,0,3,2,0,0,0,0,Anxious
2010-08,12,33,9,28,Shauna,9ZDiDjfWGvclLWcL8sB9rw,3,1,4.1,user,2,0,2,2,1,0,0,0,1,0,1,1,Prosocial
2006-11,700,982,723,381,Chris,0Ke0iSAPYi8hUVxLocAlYQ,94,26,3.98,user,462,8,98,69,130,59,65,45,13,12,7,150,Liberal
2011-07,8,71,16,120,Carrie,2YuKwGI4WzpRE-WxCroZug,0,0,4.04,user,5,0,2,2,15,6,2,1,0,1,0,0,Anxious
2008-09,74,232,57,130,Jeff,GkWuTgewni9bzPM4HUCO-g,5,2,3.0,user,13,0,20,24,34,20,23,2,9,5,0,17,Anxious
2013-03,8,13,4,43,Alfonso,huz_xx7ae5shBypi3XO3Pg,1,0,3.69,user,0,0,7,1,25,12,4,2,0,0,2,3,Anxious
2011-06,0,0,0,1,James,_KAH-WmOz1pR1NBKgyDeUg,0,0,3.0,user,1,0,1,0,3,0,0,0,0,0,0,0,Anxious
2011-01,44,112,20,163,RT,Fo16fiQu2ueM2v_FO819Nw,0,0,3.03,user,8,0,4,4,8,5,3,0,6,0,0,1,Anxious
2010-07,3,11,6,34,Jennifer,GzOZ2iuyzT3cwYk49Vb8dA,0,0,4.26,user,1,0,2,1,5,0,0,0,0,0,0,3,Anxious
